unique_quad,field_mission,sampling_site,site_blind_number,sampling_date,obs1,obs2,mud_google_percent,emerg_google_percent,other_google_percent,mud_planned_reps,emerg_planned_reps,other_planned_reps,mud_obs1_percent,emerg_obs1_percent,other_obs1_percent,mud_obs2_percent,emerg_obs2_percent,other_obs2_percent,mud_obsavg_percent,emerg_obsavg_percent,other_obsavg_percent,mud_actual_reps,emerg_actual_reps,other_actual_reps,sampling_start_time_cleaned,eval_obs,flowmeter_rotations,secchi_depth_cm,temp_C,salinity_brix,pH,nitrate_mg.L_NO3,nitrite_mg.L_NO2,phosphate_mg.L_PO4,oxygen_mg.L_o2,point_ID,lat,long,microhabitat_type,depth_cm_cleaned_agg,typha,phrag,cyperus,poa_grass,ludwigia,nymphaea,salvinia,ceratophyllum,potamogeton,pistia,azolla,ipomea,lemna,emergent_stems_cleaned,floating_veg_g_cleaned,number_scoops,field_count_bulinus,date_plated,snail_is_trunc_globo,molec_conf_truncatus,molec_conf_globosus,molec_conf_schisto_haem,molec_conf_schisto_bovis,molec_conf_hybrid,molec_conf_non_schisto,bulinus_mean_shell_height,site_FM_combo,include_in_which_analyses
19-Jul-17_Ndiawdoune_14,5,Ndiawdoune,2,19-Jul-17,AC,Chris,39,39,22,6,6,3,50,20,30,85,5,10,67.5,12.5,20,9,2,4,9:05,Sidy,2,72,27,0,NA,3,0.01,0.53,NA,14,16.0679263,-16.39381349,mud,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,,0,0,0,0,0,0,0,NA,Ndiawdoune_FM_5,include_all
19-Jul-17_Ndiawdoune_15,5,Ndiawdoune,2,19-Jul-17,AC,Chris,39,39,22,6,6,3,50,20,30,85,5,10,67.5,12.5,20,9,2,4,9:05,Sidy,2,72,27,0,NA,3,0.01,0.53,NA,15,16.06804851,-16.39381851,other,5,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,0,,0,0,0,0,0,0,0,NA,Ndiawdoune_FM_5,include_all
19-Jul-17_Ndiawdoune_17,5,Ndiawdoune,2,19-Jul-17,AC,Chris,39,39,22,6,6,3,50,20,30,85,5,10,67.5,12.5,20,9,2,4,9:05,Sidy,2,72,27,0,NA,3,0.01,0.53,NA,17,16.0679848,-16.39383187,other,19,0,0,0,0,1,1,0,0,0,0,1,0,0,0,30,3,1,20-Jul-17,1,0,0,0,0,0,0,6.2,Ndiawdoune_FM_5,include_all
19-Jul-17_Ndiawdoune_27,5,Ndiawdoune,2,19-Jul-17,AC,Chris,39,39,22,6,6,3,50,20,30,85,5,10,67.5,12.5,20,9,2,4,9:05,Sidy,2,72,27,0,NA,3,0.01,0.53,NA,27,16.06793939,-16.39396742,mud,55,0,0,0,0,0,0,0,1,0,0,0,0,0,0,40,3,1,20-Jul-17,1,0,0,0,0,0,0,4.81,Ndiawdoune_FM_5,include_all
19-Jul-17_Ndiawdoune_3,5,Ndiawdoune,2,19-Jul-17,AC,Chris,39,39,22,6,6,3,50,20,30,85,5,10,67.5,12.5,20,9,2,4,9:05,Sidy,2,72,27,0,NA,3,0.01,0.53,NA,3,16.06804147,-16.39393446,emergent,10,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,3,0,,0,0,0,0,0,0,0,NA,Ndiawdoune_FM_5,include_all
19-Jul-17_Ndiawdoune_30,5,Ndiawdoune,2,19-Jul-17,AC,Chris,39,39,22,6,6,3,50,20,30,85,5,10,67.5,12.5,20,9,2,4,9:05,Sidy,2,72,27,0,NA,3,0.01,0.53,NA,30,16.06787329,-16.39392631,mud,28,0,0,0,0,0,0,0,1,0,0,0,0,0,0,100,3,1,20-Jul-17,1,0,0,0,0,0,0,NA,Ndiawdoune_FM_5,include_all
19-Jul-17_Ndiawdoune_31,5,Ndiawdoune,2,19-Jul-17,AC,Chris,39,39,22,6,6,3,50,20,30,85,5,10,67.5,12.5,20,9,2,4,9:05,Sidy,2,72,27,0,NA,3,0.01,0.53,NA,31,16.06787874,-16.39385115,mud,25,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10,3,0,,0,0,0,0,0,0,0,NA,Ndiawdoune_FM_5,include_all
19-Jul-17_Ndiawdoune_39,5,Ndiawdoune,2,19-Jul-17,AC,Chris,39,39,22,6,6,3,50,20,30,85,5,10,67.5,12.5,20,9,2,4,9:05,Sidy,2,72,27,0,NA,3,0.01,0.53,NA,39,16.06791354,-16.39394469,mud,49,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10,3,0,,0,0,0,0,0,0,0,NA,Ndiawdoune_FM_5,include_all
19-Jul-17_Ndiawdoune_40,5,Ndiawdoune,2,19-Jul-17,AC,Chris,39,39,22,6,6,3,50,20,30,85,5,10,67.5,12.5,20,9,2,4,9:05,Sidy,2,72,27,0,NA,3,0.01,0.53,NA,40,16.06792258,-16.3938862,mud,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,,0,0,0,0,0,0,0,NA,Ndiawdoune_FM_5,include_all
19-Jul-17_Ndiawdoune_43,5,Ndiawdoune,2,19-Jul-17,AC,Chris,39,39,22,6,6,3,50,20,30,85,5,10,67.5,12.5,20,9,2,4,9:05,Sidy,2,72,27,0,NA,3,0.01,0.53,NA,43,16.06791421,-16.39383588,mud,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,,0,0,0,0,0,0,0,NA,Ndiawdoune_FM_5,include_all
19-Jul-17_Ndiawdoune_47,5,Ndiawdoune,2,19-Jul-17,AC,Chris,39,39,22,6,6,3,50,20,30,85,5,10,67.5,12.5,20,9,2,4,9:05,Sidy,2,72,27,0,NA,3,0.01,0.53,NA,47,16.06797615,-16.39388368,mud,24,0,0,0,0,0,0,0,1,0,0,0,0,0,0,100,3,0,,0,0,0,0,0,0,0,NA,Ndiawdoune_FM_5,include_all
19-Jul-17_Ndiawdoune_60,5,Ndiawdoune,2,19-Jul-17,AC,Chris,39,39,22,6,6,3,50,20,30,85,5,10,67.5,12.5,20,9,2,4,9:05,Sidy,2,72,27,0,NA,3,0.01,0.53,NA,60,16.06781914,-16.39383741,other,32,0,0,1,0,1,0,0,1,0,0,1,0,0,0,400,21,27,20-Jul-17,22,0,0,0,0,0,0,5.217777778,Ndiawdoune_FM_5,include_all
19-Jul-17_Ndiawdoune_8,5,Ndiawdoune,2,19-Jul-17,AC,Chris,39,39,22,6,6,3,50,20,30,85,5,10,67.5,12.5,20,9,2,4,9:05,Sidy,2,72,27,0,NA,3,0.01,0.53,NA,8,16.06800519,-16.39383417,other,16,0,0,0,0,1,0,0,1,0,0,1,0,0,0,50,6,14,20-Jul-17,15,0,0,0,0,0,0,4.357777778,Ndiawdoune_FM_5,include_all
19-May-16_Lampsar 1_25,1,Lampsar 1,NA,19-May-16,NA,NA,76,9,15,11,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,1,3,NA,NA,5,45,25,0.1,7.2,0.76,0,0.23,NA,25,16.11303,-16.349033,mud,60,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,10,3,0,NA,0,0,0,0,0,0,0,NA,Lampsar 1_FM_1,include_first_three
19-May-16_Lampsar 1_49,1,Lampsar 1,NA,19-May-16,NA,NA,76,9,15,11,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,1,3,NA,NA,5,45,25,0.1,7.2,0.76,0,0.23,NA,49,16.11302,-16.34901,other,60,0,0,0,0,1,0,1,0,0,0,NA,NA,NA,0,400,6,4,NA,3,2,0,0,0,0,0,5.723333333,Lampsar 1_FM_1,include_first_three
19-May-16_Lampsar 1_55,1,Lampsar 1,NA,19-May-16,NA,NA,76,9,15,11,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,1,3,NA,NA,5,45,25,0.1,7.2,0.76,0,0.23,NA,55,16.112992,-16.348961,other,18.5,0,0,0,0,1,0,0,1,0,0,NA,NA,NA,0,100,3,0,NA,1,0,0,0,0,0,0,5.32,Lampsar 1_FM_1,include_first_three
19-May-16_Lampsar 1_58,1,Lampsar 1,NA,19-May-16,NA,NA,76,9,15,11,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,1,3,NA,NA,5,45,25,0.1,7.2,0.76,0,0.23,NA,58,16.11291,-16.348871,emergent,23,1,0,1,0,1,0,0,1,0,0,NA,NA,NA,1,200,3,0,NA,0,0,0,0,0,0,0,NA,Lampsar 1_FM_1,include_first_three
19-May-16_Lampsar 1_61,1,Lampsar 1,NA,19-May-16,NA,NA,76,9,15,11,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,1,3,NA,NA,5,45,25,0.1,7.2,0.76,0,0.23,NA,61,NA,NA,mud,75,0,0,0,0,0,0,0,1,0,0,NA,NA,NA,0,150,3,4,NA,0,0,0,0,0,0,0,NA,Lampsar 1_FM_1,include_first_three
19-May-16_Lampsar 1_62,1,Lampsar 1,NA,19-May-16,NA,NA,76,9,15,11,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,1,3,NA,NA,5,45,25,0.1,7.2,0.76,0,0.23,NA,62,NA,NA,mud,19,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,3,0,NA,0,0,0,0,0,0,0,NA,Lampsar 1_FM_1,include_first_three
19-May-16_Lampsar 1_63,1,Lampsar 1,NA,19-May-16,NA,NA,76,9,15,11,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,1,3,NA,NA,5,45,25,0.1,7.2,0.76,0,0.23,NA,63,NA,NA,mud,60,0,0,0,0,0,0,0,1,0,0,NA,NA,NA,0,1050,6,1,NA,1,0,1,0,0,0,0,9.28,Lampsar 1_FM_1,include_first_three
19-May-16_Lampsar 1_64,1,Lampsar 1,NA,19-May-16,NA,NA,76,9,15,11,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,1,3,NA,NA,5,45,25,0.1,7.2,0.76,0,0.23,NA,64,NA,NA,mud,47,0,0,0,0,0,0,0,1,0,0,NA,NA,NA,0,1000,3,0,NA,0,0,0,0,0,0,0,NA,Lampsar 1_FM_1,include_first_three
19-May-16_Lampsar 1_65,1,Lampsar 1,NA,19-May-16,NA,NA,76,9,15,11,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,1,3,NA,NA,5,45,25,0.1,7.2,0.76,0,0.23,NA,65,NA,NA,mud,65,0,0,0,0,1,0,0,1,0,0,NA,NA,NA,0,10,3,0,NA,0,0,0,0,0,0,0,NA,Lampsar 1_FM_1,include_first_three
19-May-16_Lampsar 1_66,1,Lampsar 1,NA,19-May-16,NA,NA,76,9,15,11,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,1,3,NA,NA,5,45,25,0.1,7.2,0.76,0,0.23,NA,66,NA,NA,mud,53,0,0,0,0,0,0,0,1,0,0,NA,NA,NA,0,800,3,26,NA,10,3,0,0,0,0,0,4.895,Lampsar 1_FM_1,include_first_three
19-May-16_Lampsar 1_67,1,Lampsar 1,NA,19-May-16,NA,NA,76,9,15,11,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,1,3,NA,NA,5,45,25,0.1,7.2,0.76,0,0.23,NA,67,NA,NA,mud,49,0,0,0,0,0,0,0,1,0,0,NA,NA,NA,0,10,3,1,NA,1,0,0,0,0,0,0,4.38,Lampsar 1_FM_1,include_first_three
19-May-16_Lampsar 1_68,1,Lampsar 1,NA,19-May-16,NA,NA,76,9,15,11,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,1,3,NA,NA,5,45,25,0.1,7.2,0.76,0,0.23,NA,68,NA,NA,mud,33,0,0,0,1,1,0,0,0,0,0,NA,NA,NA,0,0,3,0,NA,0,0,0,0,0,0,0,NA,Lampsar 1_FM_1,include_first_three
19-May-16_Lampsar 1_69,1,Lampsar 1,NA,19-May-16,NA,NA,76,9,15,11,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,1,3,NA,NA,5,45,25,0.1,7.2,0.76,0,0.23,NA,69,NA,NA,mud,62,0,0,0,1,1,0,0,0,0,0,NA,NA,NA,0,10,3,0,NA,0,0,0,0,0,0,0,NA,Lampsar 1_FM_1,include_first_three
19-May-16_Lampsar 1_70,1,Lampsar 1,NA,19-May-16,NA,NA,76,9,15,11,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,1,3,NA,NA,5,45,25,0.1,7.2,0.76,0,0.23,NA,70,NA,NA,mud,65,0,0,0,1,0,0,0,0,0,0,NA,NA,NA,0,0,3,0,NA,0,0,0,0,0,0,0,NA,Lampsar 1_FM_1,include_first_three
19-May-16_Lampsar 1_8,1,Lampsar 1,NA,19-May-16,NA,NA,76,9,15,11,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,1,3,NA,NA,5,45,25,0.1,7.2,0.76,0,0.23,NA,8,16.113185,-16.349181,emergent,62.5,0,0,1,0,1,0,0,1,0,0,NA,NA,NA,0,150,3,0,NA,0,0,0,0,0,0,0,NA,Lampsar 1_FM_1,include_first_three
19-May-16_Lampsar 2_1,1,Lampsar 2,NA,19-May-16,NA,NA,75,5,20,11,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,1,3,NA,NA,4,45,28,0.5,7.6,0.64,0.02,0.45,NA,1,16.10933258,-16.34958599,mud,30.48,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,3,0,NA,0,0,0,0,0,0,0,NA,Lampsar 2_FM_1,include_first_three
19-May-16_Lampsar 2_22,1,Lampsar 2,NA,19-May-16,NA,NA,75,5,20,11,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,1,3,NA,NA,4,45,28,0.5,7.6,0.64,0.02,0.45,NA,22,16.10925558,-16.34960699,mud,49.53,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,3,0,NA,0,0,0,0,0,0,0,NA,Lampsar 2_FM_1,include_first_three
19-May-16_Lampsar 2_26,1,Lampsar 2,NA,19-May-16,NA,NA,75,5,20,11,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,1,3,NA,NA,4,45,28,0.5,7.6,0.64,0.02,0.45,NA,26,16.10939358,-16.34957899,other,56.896,0,0,0,0,0,0,0,1,0,0,NA,NA,NA,0,2900,3,98,NA,73,10,0,0,0,0,0,4.840684932,Lampsar 2_FM_1,include_first_three
19-May-16_Lampsar 2_40,1,Lampsar 2,NA,19-May-16,NA,NA,75,5,20,11,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,1,3,NA,NA,4,45,28,0.5,7.6,0.64,0.02,0.45,NA,40,16.10938858,-16.34958899,other,15.24,0,0,0,0,0,0,0,1,0,0,NA,NA,NA,0,1600,6,4,NA,1,0,0,0,0,0,0,4.07,Lampsar 2_FM_1,include_first_three
19-May-16_Lampsar 2_44,1,Lampsar 2,NA,19-May-16,NA,NA,75,5,20,11,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,1,3,NA,NA,4,45,28,0.5,7.6,0.64,0.02,0.45,NA,44,16.10922958,-16.34959199,emergent,52.832,0,1,0,0,1,0,0,0,0,0,NA,NA,NA,1,0,3,0,NA,0,0,0,0,0,0,0,NA,Lampsar 2_FM_1,include_first_three
19-May-16_Lampsar 2_45,1,Lampsar 2,NA,19-May-16,NA,NA,75,5,20,11,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,1,3,NA,NA,4,45,28,0.5,7.6,0.64,0.02,0.45,NA,45,16.10938058,-16.34957599,mud,48.006,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,3,0,NA,0,0,0,0,0,0,0,NA,Lampsar 2_FM_1,include_first_three
19-May-16_Lampsar 2_47,1,Lampsar 2,NA,19-May-16,NA,NA,75,5,20,11,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,1,3,NA,NA,4,45,28,0.5,7.6,0.64,0.02,0.45,NA,47,16.10924858,-16.34962499,other,17.78,0,0,0,0,1,0,0,1,0,0,NA,NA,NA,0,10,3,0,NA,0,0,0,0,0,0,0,NA,Lampsar 2_FM_1,include_first_three
19-May-16_Lampsar 2_53,1,Lampsar 2,NA,19-May-16,NA,NA,75,5,20,11,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,1,3,NA,NA,4,45,28,0.5,7.6,0.64,0.02,0.45,NA,53,16.10927558,-16.34960299,mud,61.214,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,3,0,NA,0,0,0,0,0,0,0,NA,Lampsar 2_FM_1,include_first_three
19-May-16_Lampsar 2_54,1,Lampsar 2,NA,19-May-16,NA,NA,75,5,20,11,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,1,3,NA,NA,4,45,28,0.5,7.6,0.64,0.02,0.45,NA,54,16.10933258,-16.34957199,mud,64.77,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,3,0,NA,0,0,0,0,0,0,0,NA,Lampsar 2_FM_1,include_first_three
19-May-16_Lampsar 2_58,1,Lampsar 2,NA,19-May-16,NA,NA,75,5,20,11,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,1,3,NA,NA,4,45,28,0.5,7.6,0.64,0.02,0.45,NA,58,16.10936458,-16.34960099,mud,15.24,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,3,1,NA,1,0,0,0,0,0,0,4.55,Lampsar 2_FM_1,include_first_three
19-May-16_Lampsar 2_61,1,Lampsar 2,NA,19-May-16,NA,NA,75,5,20,11,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,1,3,NA,NA,4,45,28,0.5,7.6,0.64,0.02,0.45,NA,61,NA,NA,mud,60,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,6,0,NA,0,0,0,0,0,0,0,NA,Lampsar 2_FM_1,include_first_three
19-May-16_Lampsar 2_62,1,Lampsar 2,NA,19-May-16,NA,NA,75,5,20,11,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,1,3,NA,NA,4,45,28,0.5,7.6,0.64,0.02,0.45,NA,62,NA,NA,mud,48,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,3,0,NA,0,0,0,0,0,0,0,NA,Lampsar 2_FM_1,include_first_three
19-May-16_Lampsar 2_63,1,Lampsar 2,NA,19-May-16,NA,NA,75,5,20,11,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,1,3,NA,NA,4,45,28,0.5,7.6,0.64,0.02,0.45,NA,63,NA,NA,mud,49,0,0,0,0,0,0,0,1,0,0,NA,NA,NA,0,10,3,0,NA,0,0,0,0,0,0,0,NA,Lampsar 2_FM_1,include_first_three
19-May-16_Lampsar 2_64,1,Lampsar 2,NA,19-May-16,NA,NA,75,5,20,11,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,1,3,NA,NA,4,45,28,0.5,7.6,0.64,0.02,0.45,NA,64,NA,NA,mud,57,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,10,3,0,NA,0,0,0,0,0,0,0,NA,Lampsar 2_FM_1,include_first_three
19-May-16_Ndiol Maure_1,1,Ndiol Maure,NA,19-May-16,NA,NA,90,1,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,1,2,NA,NA,4,70,23,0.2,7.1,0.46,0,0.05,NA,1,16.151604,-16.311641,emergent,21.25,1,0,0,0,0,0,0,1,0,0,NA,NA,NA,7,600,3,2,NA,1,0,0,0,0,0,0,4.72,Ndiol Maure_FM_1,include_all
19-May-16_Ndiol Maure_10,1,Ndiol Maure,NA,19-May-16,NA,NA,90,1,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,1,2,NA,NA,4,70,23,0.2,7.1,0.46,0,0.05,NA,10,16.151449,-16.312127,mud,60,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,3,0,NA,0,0,0,0,0,0,0,NA,Ndiol Maure_FM_1,include_all
19-May-16_Ndiol Maure_13,1,Ndiol Maure,NA,19-May-16,NA,NA,90,1,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,1,2,NA,NA,4,70,23,0.2,7.1,0.46,0,0.05,NA,13,16.151461,-16.312004,mud,34.5,0,0,0,0,0,0,0,1,0,0,NA,NA,NA,0,450,3,3,NA,1,1,0,0,0,0,0,5.02,Ndiol Maure_FM_1,include_all
19-May-16_Ndiol Maure_14,1,Ndiol Maure,NA,19-May-16,NA,NA,90,1,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,1,2,NA,NA,4,70,23,0.2,7.1,0.46,0,0.05,NA,14,16.151335,-16.312274,mud,45,0,0,0,0,0,0,0,1,0,0,NA,NA,NA,0,1100,6,10,NA,12,3,0,0,0,0,0,6.065,Ndiol Maure_FM_1,include_all
19-May-16_Ndiol Maure_15,1,Ndiol Maure,NA,19-May-16,NA,NA,90,1,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,1,2,NA,NA,4,70,23,0.2,7.1,0.46,0,0.05,NA,15,16.151624,-16.311784,other,47.5,0,0,0,0,1,0,1,1,0,0,NA,NA,NA,0,2200,3,0,NA,0,0,0,0,0,0,0,NA,Ndiol Maure_FM_1,include_all
19-May-16_Ndiol Maure_2,1,Ndiol Maure,NA,19-May-16,NA,NA,90,1,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,1,2,NA,NA,4,70,23,0.2,7.1,0.46,0,0.05,NA,2,16.151266,-16.312445,mud,65,0,0,0,0,0,0,0,1,0,0,NA,NA,NA,0,700,3,6,NA,5,1,0,0,0,0,0,5.046,Ndiol Maure_FM_1,include_all
19-May-16_Ndiol Maure_20,1,Ndiol Maure,NA,19-May-16,NA,NA,90,1,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,1,2,NA,NA,4,70,23,0.2,7.1,0.46,0,0.05,NA,20,16.151238,-16.312535,other,23,0,0,1,0,1,0,0,1,0,0,NA,NA,NA,0,50,3,0,NA,0,0,0,0,0,0,0,NA,Ndiol Maure_FM_1,include_all
19-May-16_Ndiol Maure_22,1,Ndiol Maure,NA,19-May-16,NA,NA,90,1,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,1,2,NA,NA,4,70,23,0.2,7.1,0.46,0,0.05,NA,22,16.151594,-16.311792,mud,15,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,3,0,NA,0,0,0,0,0,0,0,NA,Ndiol Maure_FM_1,include_all
19-May-16_Ndiol Maure_23,1,Ndiol Maure,NA,19-May-16,NA,NA,90,1,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,1,2,NA,NA,4,70,23,0.2,7.1,0.46,0,0.05,NA,23,16.151408,-16.312141,mud,60,0,0,0,0,0,0,0,1,0,0,NA,NA,NA,0,400,6,2,NA,2,0,0,0,0,0,0,4.255,Ndiol Maure_FM_1,include_all
19-May-16_Ndiol Maure_3,1,Ndiol Maure,NA,19-May-16,NA,NA,90,1,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,1,2,NA,NA,4,70,23,0.2,7.1,0.46,0,0.05,NA,3,16.151501,-16.312066,mud,38.75,0,0,0,0,0,0,0,1,0,0,NA,NA,NA,0,150,3,1,NA,1,0,0,0,0,0,0,4.63,Ndiol Maure_FM_1,include_all
19-May-16_Ndiol Maure_4,1,Ndiol Maure,NA,19-May-16,NA,NA,90,1,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,1,2,NA,NA,4,70,23,0.2,7.1,0.46,0,0.05,NA,4,16.151648,-16.311638,mud,31.25,0,0,0,0,0,0,0,1,0,0,NA,NA,NA,0,250,3,0,NA,0,0,0,0,0,0,0,NA,Ndiol Maure_FM_1,include_all
19-May-16_Ndiol Maure_5,1,Ndiol Maure,NA,19-May-16,NA,NA,90,1,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,1,2,NA,NA,4,70,23,0.2,7.1,0.46,0,0.05,NA,5,16.15135,-16.312188,mud,18.75,0,0,0,0,0,0,0,1,0,0,NA,NA,NA,0,150,3,1,NA,0,0,0,0,0,0,0,NA,Ndiol Maure_FM_1,include_all
19-May-16_Ndiol Maure_6,1,Ndiol Maure,NA,19-May-16,NA,NA,90,1,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,1,2,NA,NA,4,70,23,0.2,7.1,0.46,0,0.05,NA,6,16.151607,-16.311678,mud,20,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,3,0,NA,0,0,0,0,0,0,0,NA,Ndiol Maure_FM_1,include_all
19-May-16_Ndiol Maure_7,1,Ndiol Maure,NA,19-May-16,NA,NA,90,1,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,1,2,NA,NA,4,70,23,0.2,7.1,0.46,0,0.05,NA,7,16.151514,-16.311885,mud,26.25,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,3,0,NA,0,0,0,0,0,0,0,NA,Ndiol Maure_FM_1,include_all
19-May-16_Ndiol Maure_9,1,Ndiol Maure,NA,19-May-16,NA,NA,90,1,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,1,2,NA,NA,4,70,23,0.2,7.1,0.46,0,0.05,NA,9,16.151347,-16.31231,mud,62,0,0,0,0,0,0,0,1,0,0,NA,NA,NA,0,150,3,0,NA,0,0,0,0,0,0,0,NA,Ndiol Maure_FM_1,include_all
19-May-17_Mbakhana_1,4,Mbakhana,3,19-May-17,AC,Raph,NA,NA,NA,NA,NA,NA,70,10,20,80,5,15,75,7.5,17.5,1,3,11,,,1,40,29,0,NA,1.86,0.02,0.3,NA,1,16.09113398,-16.36716162,mud,45,0,0,0,0,0,0,0,1,0,0,0,0,0,0,400,6,4,20-May-17,4,0,0,0,0,0,0,4.336666667,Mbakhana_FM_4,exclude
19-May-17_Mbakhana_10,4,Mbakhana,3,19-May-17,AC,Raph,NA,NA,NA,NA,NA,NA,70,10,20,80,5,15,75,7.5,17.5,1,3,11,,,1,40,29,0,NA,1.86,0.02,0.3,NA,10,16.09110345,-16.36716408,mud,29,0,0,0,0,0,0,0,1,0,0,0,0,0,0,400,6,0,,0,0,0,0,0,0,0,NA,Mbakhana_FM_4,exclude
19-May-17_Mbakhana_12,4,Mbakhana,3,19-May-17,AC,Raph,NA,NA,NA,NA,NA,NA,70,10,20,80,5,15,75,7.5,17.5,1,3,11,,,1,40,29,0,NA,1.86,0.02,0.3,NA,12,16.09167412,-16.36714388,emergent,61,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,,0,0,0,0,0,0,0,NA,Mbakhana_FM_4,exclude
19-May-17_Mbakhana_13,4,Mbakhana,3,19-May-17,AC,Raph,NA,NA,NA,NA,NA,NA,70,10,20,80,5,15,75,7.5,17.5,1,3,11,,,1,40,29,0,NA,1.86,0.02,0.3,NA,13,16.09137997,-16.3671602,mud,40,0,0,0,0,0,0,0,1,0,0,0,0,0,0,200,18,2,20-May-17,2,0,0,0,0,0,0,5,Mbakhana_FM_4,exclude
19-May-17_Mbakhana_14,4,Mbakhana,3,19-May-17,AC,Raph,NA,NA,NA,NA,NA,NA,70,10,20,80,5,15,75,7.5,17.5,1,3,11,,,1,40,29,0,NA,1.86,0.02,0.3,NA,14,16.09161306,-16.36707536,mud,45,0,0,0,0,0,0,0,1,0,0,0,0,0,0,300,3,0,20-May-17,12,0,0,0,0,0,0,4.966666667,Mbakhana_FM_4,exclude
